username;shortcode;commentCount;commentCountWithAnswers;comment_id;text;created_at;ownerId;ownerUsername
"fridaysforfuture.berlin";"Bx0SLP_DpAu";6;8;17948552233281394;"Bin dabei! Passend dazu mein neuer Blogeintrag: Übers Weltretten http://skysharks.net/uebers-weltretten";1558642966;13149344271;"skysharks97"
"fridaysforfuture.berlin";"Bx0SLP_DpAu";6;8;17902281991313418;"Invalidenpark wa?";1558682377;6908011840;"some.random.shit.drawing.guy"
"fridaysforfuture.berlin";"Bx0SLP_DpAu";6;8;17901934237313548;"Thank you from 🌍, let's act together for a green Europe 🇪🇺 💚🐝";1558644940;9235708005;"green_eurognome"
"fridaysforfuture.berlin";"Bx0SLP_DpAu";6;8;18063813322064170;"Es ist der 24.05.2019 und immer noch so kalt draussen am Tage......bei Euch in Berlin auch?";1558702058;8376006380;"martin_kugler72"
"fridaysforfuture.berlin";"BxzMaM2iMU1";5;10;18005327308201860;"Der Mensch ist aber nicht am Klimawandel schuld, da zählen noch viele andere wichtige Fakten dazu...";1558615849;11777544452;"palominoyt"
"fridaysforfuture.berlin";"BxzMaM2iMU1";5;10;17847179461445793;"@_vhcksl_ @dome_wirth_16 @wyd.marie wollt ihr hin?";1558628827;4123746017;"x.animetypi.x"
"fridaysforfuture.berlin";"BxzMaM2iMU1";5;10;18031768840163209;"🔥🔥🔥";1558652894;3283250947;"dominik.cramer"
"fridaysforfuture.berlin";"BxzMaM2iMU1";5;10;18032140786167986;"Könnt ihr vielleicht die Route für morgen posten?";1558636856;7997161515;"_littlegreenthings"
"fridaysforfuture.berlin";"BxzMaM2iMU1";5;10;18043340002087050;"Ist nächste Woche wieder Fff in Berlin ?";1558942934;11337707887;"fff_rastede"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;18068722945032412;"Ist das wieder mit laufen?";1558536235;3570978653;"lena._.ka"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;17990901418237508;"Positioniert euch zu der Sache mit @chefket. Äussert euch dazu. Ihr könnt das nicht unkommentiert lassen.";1558548099;1413608270;"_mariamadonna_"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;18051079117099500;"voll blöd das ich eine Präsi und Arbeit schreiben muss, wenn ich komme kriege ich nh 6 jeweils.(nicht weil sie es mir nicht erlauben sondern weil wir die letzten Arbeiten irgendwie noch schreiben müssen) Oaf.";1558552035;2290850174;"hernameissila"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;17999626780222323;"@vk_girl_ bist du da?";1558560272;4781213926;"selma.cqt"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;18050930752106631;"Könntet ihr nicht nochmal wegen der Cheket Sache ein Statement abgeben welche ethischen Werte genau gemeint sind?";1558555781;6149755735;"paul_hendrich"
"fridaysforfuture.berlin";"BxxLAFciJ2Y";6;12;17867031325385560;"Wir sollten uns mit den Wissenschaftlern treffen bzw. Die Vorsitzenden für diese Streiks sollten sich mit den Wissenschaftlern,die in Rezos Video gezeigt worden sind,treffen.Gemeinsam könnten wir etwas ändern. #rezo #niemehrcdu";1558601043;8908094494;"nedina345678"
"fridaysforfuture.berlin";"Bxubzqyn2Va";4;5;18067779061011009;"Und unsere Deutschlehrerin setzt eine fcking Drama-LEK an...";1558444122;5885412380;"ole_fxhz"
"fridaysforfuture.berlin";"Bxubzqyn2Va";4;5;17898424006320401;"Bis wann wird die Demo ungefähr gehen?";1558465625;6149755735;"paul_hendrich"
"fridaysforfuture.berlin";"Bxubzqyn2Va";4;5;17856020398418509;"Leute, was war denn das für ein Fail mit @chefket? FFF steht schon teilweise in der Kritik, da ihr zT als weiß-privilegierte Bewegung wahrgenommen werdet. Ihr müsst dringend stellung beziehen und das gerade biegen. ihr verliert gerade massiv support von menschen mit migrationshintergrund, die sich aufgrund dieser politik ausgeschlossen fühlen. kann ich verstehen. Schaut euch bitte die Story von Chefket komplett an und nehmt die Stimmen und die Kritik, die dort zum Ausdruck kommt erst.";1558471116;1413608270;"_mariamadonna_"
"fridaysforfuture.berlin";"Bxubzqyn2Va";4;5;18035029510151685;"Es ist super wichtig, dass ihr endlich Stellung bezieht und mit der öffentlichen Kritik umgeht. Umweltschutz ist super wichtig, aber unsere ziele können wir nicht erreichen, wenn die Bewegung die Kritik und Sorgen von  @chefket & co nicht ernst nimmt. Jede Art des Aktivismus ist lückenhaft ohne Intersektionalität!!!";1558521828;2843815356;"sofiasox"
"fridaysforfuture.berlin";"Bxt3DO6DmfO";3;3;18067595554019235;"Wo endet der Streik?";1558457505;9676833031;"lottchensisi"
"fridaysforfuture.berlin";"Bxt3DO6DmfO";3;3;18001432849210320;"💚🌎";1558726707;11866545113;"trynature_"
"fridaysforfuture.berlin";"Bxt3DO6DmfO";3;3;18062855467064735;"Wo endet der Streit und bleiben wir am Brandenburger Tor ?";1558505244;7212000687;"nina_mrkl"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18039186046137716;"@lea.cramer";1558379905;3283250947;"dominik.cramer"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17846363086447523;"@notorious.muhsin  Here we go";1558378618;1509016691;"030.alicia"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17856952996414740;"Nur auf Berlin bezogen oder deutschlandweit?";1558381069;1560337226;"ktown.pankgraf"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18040796167143162;"🧞‍♂️🧞‍♂️🧞‍♂️🧞‍♂️🧞‍♂️🧞‍♂️";1558384365;6518560803;"ellixada"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17890866886329368;"Ich komme auf jeden";1558384372;6518560803;"ellixada"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18067711483043202;"@dilara.y16";1558382706;7036667659;"le.linak"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18030633499161219;"❤️";1558401487;13924434309;"un_nuevo_planeta"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17971412743257909;"Wo findet die Demo in Berlin statt und wann ?";1558390633;1925307655;"blue_lau_ree"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18067597699041149;"Go Strong Rebels!!!
We won’t stop now 💚👭🌍🌻
XR_Portugal";1558437844;13015938050;"extintionrebellionpt"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17885815747344685;"❤️ wir sind dabei!";1558450118;13754521433;"nachhaltigkeitsritter"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18035252908150436;"Leider bekomm ich da meine Prüfungsergebnisse 😤😤😤";1558457949;2053638514;"yara.tasha"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17857321777417329;"Würd gern wieder. Schreiben am Freitag aber Klausur 🙁";1558534928;2321681291;"_alina_schladming"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18031170574161902;"Nein @devil_in.red";1558470010;3414464783;"lifeediana"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;17862404365393160;"@lifeediana gehst du hin?";1558465673;7608859020;"devil_in.red"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18035046262151949;"Könnten wir auch später dazukommen?";1558535007;2321681291;"_alina_schladming"
"fridaysforfuture.berlin";"BxsfHnan-Kl";16;23;18050895826112364;"https://www.vernunftkraft.de/mit-dem-zweiten-sieht-man-manchmal-besser/";1559020865;12044861533;"heinz851965"
"fridaysforfuture.berlin";"BxmrOMZH4f-";2;3;18040331665080962;"Wann und wo ist das?";1558256129;11367136917;"leonie_wdl"
"fridaysforfuture.berlin";"BxmrOMZH4f-";2;3;17962581598262914;"@nele_ltzk  lass machen oder";1558186748;1509016691;"030.alicia"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;18025478002174377;"🌞";1558118409;13142820034;"fridaysforfuture.huberlin"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;18044875543121068;"🙌";1558115771;13357543467;"nachhaltigkeitsbuero.huberlin"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;17879873206357076;"Great Work Rebels!!!
We Won’t Stop Now 👏🏻👏🏻👏🏻🌍🆘‼️
XR_Portugal";1558123656;13015938050;"extintionrebellionpt"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;17946608395281127;"💚🤟🏻";1558121591;10588162603;"fridaysforfuture_pisa"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;18003528862205671;"Support the Global Pact for the Environment ! 🕊💚🌿";1558168103;8659009642;"globalpactenvironment"
"fridaysforfuture.berlin";"BxkphoNDEGN";6;6;17955789991279529;"😃";1558122396;12873190566;"fridaysforfuture.tuberlin"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;17881736983351928;"❤️👏";1558031175;13553421931;"_.save__the__world._"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;18039333940093565;"Mega eindrucksvoll! Hoffentlich kann man den Spot bald überall in Deutschland sehen🔥";1558031187;3283250947;"dominik.cramer"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;18038117791143647;"Der Film ist super gut gemacht und der Inhalt überzeugt total! Dankeschön an alle Beteiligten!!! 😊";1558034077;1974112599;"jorindeundjoringelundsoweiter"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;18047272762115571;"🔥🔥🔥 COOLER FILM von @fridaysforfutureFFM 💪🌎🌿 aus Frankfurt!🌻🐝🚴‍♀️";1558032181;11443809680;"climatejustus"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;18034257520178709;":-)";1558036230;5599935079;"foot_snffr"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;17883866680346543;"Riesen props and die Macher von dem Spot, richtig eindrucksvoll!!";1558034483;8622598593;"paperfreddie"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;18039467257137973;"@creative_ravenclawgirl";1558033204;6061062168;"lnnd_25"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;17894101840323726;"Ich bin dabei! #fuforfuture @fridaysforfuture.fuberlin 🙌🌍";1558070410;274331762;"laura_natascha"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;17964815329269588;"😍👍👏💪🌈";1558195087;4227312081;"spree_bogen"
"fridaysforfuture.berlin";"BxiIeIUIPQU";10;11;17880056926358285;"👏";1558130528;5945500164;"juppa2670"
"fridaysforfuture.berlin";"Bxh9AAECCNS";1;1;17860597756398615;"Wo genau?";1558029359;2897300448;"subsi_diaritaet"
"fridaysforfuture.berlin";"BxX0BQSHzb0";4;5;17874240502366091;"@neuertab ayyyyyy";1557686598;2095431757;"cineflexx"
"fridaysforfuture.berlin";"BxX0BQSHzb0";4;5;17843219776452152;"@lucia_s.s @_kleinana_ 🌚🌏";1557687082;5450484617;"julia_14_bln"
"fridaysforfuture.berlin";"BxX0BQSHzb0";4;5;17850445246426722;"@2en4_fr8d4 gehen wir? 🌍🌎🌏";1557746885;11448507247;"anna.seitenmaedchen"
"fridaysforfuture.berlin";"BxX0BQSHzb0";4;5;17963251321270222;"@julie.brsch";1557687854;2130472707;"saint.selmo"
"fridaysforfuture.berlin";"BxPesYXH_GC";1;1;18064465588039439;"Wir sind mit unseren neuen Bannern dabei!🥳";1557416074;12881530373;"fridaysforfuture.fuberlin"
